courseTitle|courseCode|subterm|creditHours|instructor|courseDays|timeSlot|buildingCode|room|comments
Introductn International Relations|POLI 2030 L    1|Fall|5|Yekaterina Oziashvili|R|1:00 PM - 1:55 PM|SLON|SR|Group conference
Polarization|POLI 3020 R    1|Fall|5|Samuel Abrams|M|9:00 AM - 10:55 AM|SC|201|Open
Civil Unrest and the American Media|POLI 3067 R    1|Fall|5|Andrew Rosenthal|M  R|11:05 AM - 12:30 PM|HEIM|135|Open
All Politics is Local!|POLI 3073 R    1|Spring|5|Emmaia Gelman|T R|7:00 PM - 8:25 PM|ANDH|103|Open
Intervention and Justice|POLI 3215 A    1|Fall|5|Elke Zuern| |-|OFFCM| |Bedford Hills
Intervention and Justice|POLI 3215 R    1|Spring|5|Elke Zuern|W|1:00 PM - 3:25 PM|WEST|104|Open
International Politics and Ethnic Conflict|POLI 3426 R    1|Spring|5|Yekaterina Oziashvili|M  R|2:00 PM - 3:25 PM|SC|101|Open
State Terror and Terrorism|POLI 3711 R    1|Spring|5|Elke Zuern|T|3:35 PM - 6:00 PM|ANDH|101|Intermediate
Foundations in Workplace Culture and Well-Being|PRAC 2103 L    1|Fall|3|Meghan Jablonski|W|6:30 PM - 9:30 PM|ONLIN| |Sophomores and above (3 CR)
Foundations in Workplace Culture and Well-Being|PRAC 2105 L    1|Fall|5|Meghan Jablonski|W|6:30 PM - 9:30 PM|ONLIN| |Sophomores and above (5 CR)
Building a Professional Identity|PRAC 2123 L    1|Spring|3|Meghan Jablonski|W|6:30 PM - 9:30 PM|ONLIN| |Sophomores and above (3 CR)
Building a Professional Identity|PRAC 2125 L    1|Spring|5|Meghan Jablonski|W|6:30 PM - 9:30 PM|OFFCM| |Sophomores and above (5 CR)
SLCeeds: Passion Project Launch Pad|PRAC 3035 R    1|Spring|3|Roger Osorio|M  R|11:05 AM - 12:30 PM|BATES|04|Open
FYS: The Senses: Art and Science|PSYC 1013 F    1|Year|10|Elizabeth Johnston|T|11:05 AM - 1:00 PM|ANDH|103|First Year Studies
FYS: The Senses: Art and Science|PSYC 1013 F    1|Year|10|Elizabeth Johnston|F|11:05 AM - 1:00 PM|MORL|LAB| 
FYS: The Senses: Art and Science|PSYC 1013 F    1|Year|10|Elizabeth Johnston|W|1:00 PM - 3:00 PM|LIBR|PILLW|Group collaborative
FYS: The Social Psychology of Immigration|PSYC 1020 F    1|Year|10|Gina Philogene|T  F|11:05 AM - 12:30 PM|MORL|CL|First Year Studies
Introduction to Social Psychology|PSYC 2021 L    1|Year|10|Gina Philogene|W|2:00 PM - 2:55 PM|PAC|1|Group confernce
Introduction to Social Psychology|PSYC 2021 L    1|Year|10|Gina Philogene|W|10:00 AM - 10:55 AM|PAC|1|Group confernce
Introduction to Social Psychology|PSYC 2021 L    1|Year|10|Gina Philogene|T R|9:30 AM - 10:55 AM|PAC|3|Open
The Origins of Language:What Babies Animals, and Machines Can Tell Us|PSYC 2038 L    1|Fall|5|Samantha Floyd|W|3:35 PM - 5:30 PM|TITS|LH|Open
The Origins of Language:What Babies Animals, and Machines Can Tell Us|PSYC 2038 L    1|Fall|5|Samantha Floyd|M|11:05 AM - 12:30 PM|SC|101|Group conference, meets weekly
The Origins of Language:What Babies Animals, and Machines Can Tell Us|PSYC 2038 L    1|Fall|5|Samantha Floyd|M|2:00 PM - 3:25 PM|SLON|SR|Group conference, meets weekly
The Origins of Language:What Babies Animals, and Machines Can Tell Us|PSYC 2038 L    1|Fall|5|Samantha Floyd|W|11:05 AM - 12:30 PM|PAC|2|Group conference, meets weekly
Psychology of Children's Television|PSYC 2042 L    1|Fall|5|Jamie Krenn|R|1:05 PM - 2:00 PM|BATES|015|Group conference, meets weekly
Psychology of Children's Television|PSYC 2042 L    1|Fall|5|Jamie Krenn|R|12:05 PM - 1:00 PM|BATES|015|Group conference, meets weekly
Psychology of Children's Television|PSYC 2042 L    1|Fall|5|Jamie Krenn|R|11:05 AM - 12:00 PM|BATES|015|Group conference, meets weekly
Psychology of Children's Television|PSYC 2042 L    1|Fall|5|Jamie Krenn|R|9:30 AM - 10:55 AM|TITS|LH|Open
Art and Visual Perception|PSYC 2062 L    1|Spring|5|Elizabeth Johnston|W|11:05 AM - 12:30 PM|TITS|LH|Open
Art and Visual Perception|PSYC 2062 L    1|Spring|5|Elizabeth Johnston|R|9:30 AM - 10:55 AM|ANDH|104|Group conference, meets weekly
Art and Visual Perception|PSYC 2062 L    1|Spring|5|Elizabeth Johnston|R|2:00 PM - 3:25 PM|ANDH|104|Group conference, meets weekly
Art and Visual Perception|PSYC 2062 L    1|Spring|5|Elizabeth Johnston|R|4:00 PM - 5:25 PM|ANDH|104|Group conference, meets weekly
Technology &amp; Human Development|PSYC 2074 L    1|Spring|5|Jamie Krenn|R|1:05 PM - 2:00 PM|BATES|015|Group conference, meets weekly
Technology &amp; Human Development|PSYC 2074 L    1|Spring|5|Jamie Krenn|R|12:05 PM - 1:00 PM|BATES|015|Group conference, meets weekly
Technology &amp; Human Development|PSYC 2074 L    1|Spring|5|Jamie Krenn|R|11:05 AM - 12:00 PM|BATES|015|Group conference, meets weekly
Technology &amp; Human Development|PSYC 2074 L    1|Spring|5|Jamie Krenn|R|9:30 AM - 10:55 AM|TITS|LH|Open
Finding Happiness &amp; Keeping It: Insights Psychology &amp; Neuroscience|PSYC 2075 L    1|Fall|5|Maia Pujara|M W|3:35 PM - 5:00 PM|SC|103|Open
Finding Happiness &amp; Keeping It: Insights Psychology &amp; Neuroscience|PSYC 2075 L    1|Fall|5|Maia Pujara|T|3:35 PM - 4:30 PM|HEIM|111|Group conference
Finding Happiness &amp; Keeping It: Insights Psychology &amp; Neuroscience|PSYC 2075 L    1|Fall|5|Maia Pujara|T|4:35 PM - 5:30 PM|HEIM|111|Group conference
Sex is Not a Natural Act: Social Science Exploratns-Sex/Sexualities|PSYC 2084 L    1|Fall|5|Linwood Lewis|T  F|11:05 AM - 12:30 PM|HEIM|202|Open
Sex is Not a Natural Act: Social Science Exploratns-Sex/Sexualities|PSYC 2084 L    1|Fall|5|Linwood Lewis|W|11:05 AM - 12:00 PM|SC|101|Group conference
Sex is Not a Natural Act: Social Science Exploratns-Sex/Sexualities|PSYC 2084 L    1|Fall|5|Linwood Lewis|R|2:00 PM - 2:55 PM|ANDH|103|Group conference
The Stories We Could Tell: Theatre through Memory|PSYC 3030 A    1|Spring|5|Christine Farrell|W|9:30 AM - 12:30 PM|OFFCM| |Open
Cognition through the Lens of Neuropsychology|PSYC 3119 R    1|Spring|5|Maia Pujara|T R|3:35 PM - 5:00 PM|SHEFF|02|Open
Culture and Mental Health|PSYC 3151 R    1|Fall|5|Deanna Barenboim|T  F|11:05 AM - 12:30 PM|TITS|LR|Open
The Social Ecology of Caregiving|PSYC 3203 R    1|Spring|5|Magdalena Ornstein-Sloan|W|2:00 PM - 4:30 PM|DL|LR|Open
How Humans Learn Language|PSYC 3205 R    1|Spring|5|Samantha Floyd|M W|3:35 PM - 5:00 PM|SC|201|Open
Food Environments, Health and Social Justice|PSYC 3235 R    1|Fall|5|Magdalena Ornstein-Sloan|W|2:00 PM - 4:30 PM|SHEFF|22|Open
Immigration and Identity|PSYC 3237 R    1|Spring|5|Deanna Barenboim|W|11:05 AM - 1:00 PM|TITS|LR|Intermediate
Speaking the Unspeakable: Trauma, Emotion, Cognition, and Language|PSYC 3456 R    1|Fall|5|Emma Forrester|M|1:30 PM - 3:25 PM|TITS|LR|Intermediate
Mind-Body Interactions: Psychoneuroimmunology|PSYC 3513 R    1|Fall|5|Maia Pujara|M  R|11:05 AM - 12:30 PM|SC|201|Intermediate
Mind-Body Interactions: Psychoneuroendocrinology|PSYC 3514 R    1|Spring|5|Maia Pujara|W|3:35 PM - 6:00 PM|ANDH|103|Intermediate
Concepts of the Mind: How Language &amp;  Culture Challenge Cognitive Sci|PSYC 3651 R    1|Fall|5|Samantha Floyd|T R|3:35 PM - 5:30 PM|LIBR|E2|Intermediate
The Power and Meanings of Play in Children's Lives|PSYC 3664 R    1|Fall|5|Cynthia Parson-Puccio|W|1:30 PM - 3:25 PM|WREX|DR|Intermediate/Advanced
Intersectionality Research Seminar|PSYC 3755 R    1|Year|10|Linwood Lewis|W|3:35 PM - 5:30 PM|PAC|1|Intermediate/Advanced
Children's Literature:Developmental and Literary Perspectives|PSYC 3762 R    1|Spring|5|Charlotte Doyle|F|10:00 AM - 12:30 PM|SLON|SR|Sophomores and above
Bullies and Their Victims: Social &amp; Physical Aggression -Child/Adoles|PSYC 3766 R    1|Spring|5|Carl Barenboim|T|3:35 PM - 5:30 PM|ONLIN| |Intermediate/Advanced
A Window Into the Growing Mind: Research Methods Cognitive Devel|PSYC 3770 R    1|Spring|5|Samantha Floyd|T R|3:35 PM - 5:00 PM|LIBR|E1|Intermediate/Advanced
Human Development in Context|PSYC 3808 R    1|Spring|5|Linwood Lewis|W|7:00 PM - 9:00 PM|HEIM|208|Intermediate/Advanced
Social Development|PSYC 3809 R    1|Fall|5|Carl Barenboim|T|3:35 PM - 5:30 PM|ONLIN| |Open
Perspectives on the Creative Process|PSYC 3857 R    1|Fall|5|Charlotte Doyle|W F|9:30 AM - 10:55 AM|SLON|SR|Intermediate
Theories of Development|PSYC 4085 R    1|Fall|5|Kim Ferguson|W|7:00 PM - 9:00 PM|SLON|2|Open to Juniors and Seniors
Research Methods for Advocacy|PSYC 4210 R    1|Fall|3|Kim Ferguson| |-|ONLIN| |Open to Juniors and Seniors
Early Intervention Approaches  for Young Children and  Families|PSYC 4220 A    1|Spring|5|Cynthia Parson-Puccio|W|1:30 PM - 3:25 PM|WREX|DR|Advanced
Models of Health Advocacy|PSYC 4371 R    1|Fall|3|Linwood Lewis| |-|ONLIN| |Open to Juniors and Seniors
Statistics for Health Advocacy|PSYC 4451 R    1|Fall|3|Marybec Griffin| |-|ONLIN| |Open to Juniors and Seniors
Psychology Advanced Research Seminar|PSYC 4500 R    1|Fall|3|Maia Pujara|W|12:35 PM - 2:00 PM|SC|201|Intermediate/Advanced
Psychology Advanced Research Seminar|PSYC 4500 R    1|Spring|3|Maia Pujara|T|12:45 PM - 1:30 PM| | |Lab
Psychology Advanced Research Seminar|PSYC 4500 R    1|Spring|3|Maia Pujara|W|12:35 PM - 2:00 PM|SC|201|Intermediate/Advanced
Environmental Policy, Racism, and Social Justice|PUBP 2035 L    1|Year|10|Jessica Poling|T  F|11:05 AM - 12:30 PM|SC|103|Open
Environmental Policy, Racism, and Social Justice|PUBP 2035 L    1|Year|10|Jessica Poling|W|11:05 AM - 12:00 PM|BATES|015|Group conference
Environmental Policy, Racism, and Social Justice|PUBP 2035 L    1|Year|10|Jessica Poling|W|1:00 PM - 1:55 PM|BATES|015|Group conference
Social Movements and Powerful Art: Aesthetics of Authority/Resistance|PUBP 3129 R    1|Spring|5|Jessica Poling|T R|3:35 PM - 5:00 PM|SHEFF|01|Open
Public Policy Tutorial|PUBP 3971 T    1|Fall|5|. SLC Oxford Program| |-| | |Oxford Program
FYS: Islam, Muslims and America|RLGN 1025 F    1|Year|10|Kristin Sands|M  R|11:05 AM - 12:30 PM|TITS|LR|First Year Studies
Jalal al-Din Rumi: Poet, Storyteller and Mystic|RLGN 2011 L    1|Fall|5|Kristin Sands|W|11:05 AM - 12:30 PM|HEIM|208|Open
Jalal al-Din Rumi: Poet, Storyteller and Mystic|RLGN 2011 L    1|Fall|5|Kristin Sands|W|2:00 PM - 3:25 PM|TITS|LR|Group conference, meets weekly
Jalal al-Din Rumi: Poet, Storyteller and Mystic|RLGN 2011 L    1|Fall|5|Kristin Sands|R|2:00 PM - 3:25 PM|TITS|LR|Group conference, meets weekly
The Buddhist Tradition  in India, Tibet, &amp; SE Asia.|RLGN 2024 L    1|Fall|5|T. Griffith Foulk|T|11:05 AM - 11:55 AM|PAC|3|Group conference
The Buddhist Tradition  in India, Tibet, &amp; SE Asia.|RLGN 2024 L    1|Fall|5|T. Griffith Foulk|M  R|11:05 AM - 12:30 PM|TITS|LH|Open
The Buddhist Tradition  in India, Tibet, &amp; SE Asia.|RLGN 2024 L    1|Fall|5|T. Griffith Foulk|T|3:35 PM - 4:30 PM|PAC|2|Group conference
Readings in Early Christianity: The Synoptic Gospels|RLGN 3005 R    1|Fall|5|Cameron Afzal|M W|9:30 AM - 10:55 AM|TITS|LR|Open
Introduction to Ancient Greek Religion and Society|RLGN 3042 R    1|Fall|5|Cameron Afzal|T|3:35 PM - 5:30 PM|HEIM|208|Open
Chan and Zen Buddhism|RLGN 3211 R    1|Year|10|T. Griffith Foulk|M W|3:35 PM - 5:00 PM|ANDH|104|Open
Documenting Jewish Lives: Past as Prologue|RLGN 3308 R    1|Fall|5|Hannah Zaves-Greene|M  R|2:00 PM - 3:25 PM|SWIN|102|Open
Jewish Mystics, Rabble-Rousers, and Heretics|RLGN 3317 R    1|Spring|5|Hannah Zaves-Greene|M  R|2:00 PM - 3:25 PM|SWIN|102|Open
Jews of New York|RLGN 3320 R    1|Spring|5|Hannah Zaves-Greene|T R|3:35 PM - 5:00 PM|SWIN|102|Open
People of the Book: Jews and Literature|RLGN 3323 R    1|Fall|5|Hannah Zaves-Greene|T R|3:35 PM - 5:00 PM|SWIN|102|Open
Invisible Beings and Fantastical Worlds in Islam|RLGN 3406 R    1|Spring|5|Kristin Sands|W|1:30 PM - 3:25 PM|TITS|LR|Open
FYS: Beginning Russian|RUSS 1011 F    1|Year|10|Melissa Frazier|M W|9:00 AM - 10:55 AM|ANDH|103|First Year Studies
Beginning Russian|RUSS 3001 R    1|Year|10|Melissa Frazier|M W|9:00 AM - 10:55 AM|ANDH|103|Open
Intermediate Russian|RUSS 3510 R    1|Year|10|Melissa Frazier|T R|9:00 AM - 10:55 AM|DL|04|Intermediate
Science and Math Program|SCMA 4499 P    1|Spring|0|Science and Math Faculty| |-| | |May register Add/Drop ONLY
Sociology of Global Inequalities|SOCI 2025 L    1|Spring|5|Parthiban Muniandy|T|11:05 AM - 12:00 PM|SWIN|102|Group conference
Sociology of Global Inequalities|SOCI 2025 L    1|Spring|5|Parthiban Muniandy|W|2:00 PM - 2:55 PM|DL|04|Group conference
Sociology of Global Inequalities|SOCI 2025 L    1|Spring|5|Parthiban Muniandy|M W|9:30 AM - 10:55 AM|TITS|LH|Open
Environmental Policy, Racism, and Social Justice|SOCI 2035 L    1|Year|10|Jessica Poling|T  F|11:05 AM - 12:30 PM|SC|103|Open
Environmental Policy, Racism, and Social Justice|SOCI 2035 L    1|Year|10|Jessica Poling|W|11:05 AM - 12:00 PM|BATES|015|Group conference
Environmental Policy, Racism, and Social Justice|SOCI 2035 L    1|Year|10|Jessica Poling|W|1:00 PM - 1:55 PM|BATES|015|Group conference
Sociological Theory|SOCI 2062 L    1|Fall|5|Aysegul Kayagil|W|3:35 PM - 4:30 PM|BATES|203|Group conference
Sociological Theory|SOCI 2062 L    1|Fall|5|Aysegul Kayagil|R|3:35 PM - 4:30 PM|BATES|203|Group conference
Sociological Theory|SOCI 2062 L    1|Fall|5|Aysegul Kayagil|R|11:05 AM - 11:55 AM|BATES|203|Group conference
Sociological Theory|SOCI 2062 L    1|Fall|5|Aysegul Kayagil|M W|2:00 PM - 3:25 PM|BATES|203|Open
Race and Slavery in Middle Eastand North Africa|SOCI 3044 R    1|Spring|5|Aysegul Kayagil|M  R|2:00 PM - 3:25 PM|LIBR|PILLW|Open
Race and Slavery in Middle East and North Africa|SOCI 3044 R    1|Fall|5|Aysegul Kayagil|M W|11:05 AM - 12:30 PM|BATES|04|Open
Bad Neighbors: Sociology of Difference, Diversity in the City|SOCI 3047 R    1|Spring|5|Parthiban Muniandy|R|3:35 PM - 5:30 PM|DL|LR|Open
History and Theory: Anti-Colonial Thought in Contemporary Levant|SOCI 3126 R    1|Spring|5|Aysegul Kayagil|W|1:00 PM - 3:25 PM|SHEFF|22|Sophomores and above
Social Movements and Powerful Art: Aesthetics of Authority/Resistance|SOCI 3129 R    1|Spring|5|Jessica Poling|T R|3:35 PM - 5:00 PM|SHEFF|01|Open
Sociology of Education|SOCI 3145 R    1|Fall|5|Fanon Howell|M|7:00 PM - 9:30 PM|HEIM|208|Open
Sociology of the Body|SOCI 3403 R    1|Fall|5|Jessica Poling|T R|3:35 PM - 5:00 PM|SHEFF|01|Sophomores and above
Beginning Spanish|SPAN 3001 R    1|Year|10|Eduardo Lago|M|3:00 PM - 3:55 PM|MORL|CL|Group conference
Beginning Spanish|SPAN 3001 R    1|Year|10|Eduardo Lago|M|2:00 PM - 2:55 PM|MORL|CL|Group conference
Beginning Spanish|SPAN 3001 R    1|Year|10|Eduardo Lago|T R|3:35 PM - 5:00 PM|TWEED|LR|Open
Advanced Beginning Spanish: Cultures in Context|SPAN 3110 R    1|Year|10|Dana Khromov|M  R|2:00 PM - 3:25 PM|PAC|1|Open
Intermediate Spanish I: Contemporar Issues in Latin America|SPAN 3501 R    1|Year|10|Danielle Dorvil|T R|9:30 AM - 10:55 AM|SLON|SR|Intermediate
Advanced Intermediate Spanish The Caribbean Beyond the Tropics|SPAN 3873 R    1|Year|10|Dana Khromov|M  R|11:05 AM - 12:30 PM|PAC|1|Intermediate
Advanced Spanish: Black Presence/Representatiuons Latin-Am Cinema|SPAN 4015 R    1|Spring|5|Danielle Dorvil|M W|9:30 AM - 10:55 AM|SLON|2|Advanced
Advanced Spanish: Latin American Female Artistic Productions|SPAN 4020 R    1|Fall|5|Danielle Dorvil|M W|9:30 AM - 10:55 AM|SLON|2|Advanced
FYS: The Art of Comic Performance:|THEA 1019 F    1|Year|10|Christine Farrell|M  R|11:05 AM - 12:30 PM|PAC|FVR|First Year Studies
First Year Studies:  Power Plays: Theatre in Action|THEA 1028 F    1|Year|10|Kevin Confoy|T|9:00 AM - 10:55 AM|PAC|CANNO|First Year Studies
The Stories We Could Tell Theatre through Memory|THEA 3030 A    1|Spring|5|Christine Farrell|W|9:30 AM - 12:30 PM|OFFCM| |Open (at Wartburg)
Theatre Program - Two/Thirds|THEA 4498 P    1|Spring|5|Caden Manson| |-| | |Reg for Comp thru Theatre Prog
Theatre Program - Two/Thirds|THEA 4498 P    1|Fall|5|Caden Manson| |-| | |Reg for Comp thru Theatre Prog
Theatre Program|THEA 4499 P    1|Year|10|Caden Manson| |-| | |Reg for Comp thru Theatre Prog
Cameras and Performance|THEA 5317 U    1|Year|0|itziar Barrio Diez|F|2:00 PM - 5:30 PM|PAC|FVR|Component
Think Tank|THEA 5325 U    1|Year|0|Lauren Reinhard| |-| | |Theater Program Requirement
Actor's Workshop|THEA 5341 U    1|Year|0|Marcella Murray|F|9:00 AM - 1:00 PM|PAC|FVR|Component, section 1
Actor's Workshop|THEA 5341 U    2|Year|0|Marcella Murray|M W|1:30 PM - 3:25 PM|ROTH|TH|Component, section 2
Actor's Workshop: Acting the Kilroys|THEA 5341 U    3|Year|0|Kevin Confoy|M WR|3:35 PM - 5:30 PM|PAC|CANNO|Component, section 3
Actor's Workshop: Craft and Character|THEA 5341 U    4|Year|0|Lauren Reinhard|T|11:05 AM - 1:00 PM|PAC|SWW|Component, section 4
The Articulate Instrument: Suzuki Training for the Actor|THEA 5347 U    1|Year|0|Matthew Mastromatteo|M W|9:00 AM - 10:55 AM|PAC|REI|Component
Sound Design|THEA 5530 U    1|Year|0|Glenn Potter-Takata|T|3:35 PM - 5:30 PM|PAC|FVR|Component
Advanced Acting MFA Studio:Contemporary Scene Study|THEA 5551 U    1|Year|0|Keith Manning|F|10:00 AM - 1:00 PM|PAC|OPEN|Component
Acting &amp; Directing  for the Camera|THEA 5560 U    1|Year|0|Keith Manning|F|2:00 PM - 6:00 PM|PAC|OPEN|Component
Lighting Design I|THEA 5566 U    1|Year|0|Monee Stamp|T|3:35 PM - 5:30 PM|PAC|DL|Component
Lighting Design II|THEA 5568 U    1|Year|0|Monee Stamp|R|3:35 PM - 5:30 PM|PAC|DL|Component
Scenography I|THEA 5581 U    1|Year|0|Jee an Jung|W|3:35 PM - 5:30 PM|PAC|DL|Component
Scenography II|THEA 5583 U    1|Year|0|Jee an Jung|W|1:30 PM - 3:25 PM|PAC|DL|Component
Theatre and Civic Engagement: Methods of Civic Engagement|THEA 5590 U    1|Year|0|Allen Lang|W|11:05 AM - 1:00 PM|ROTH|CL|Component
Theatre and Civic Engagement: Curriculum Lab|THEA 5593 U    1|Year|0|Aixa Rosario Medina| |-|ROTH| |Component
Singing Workshop|THEA 5601 U    1|Year|0|Thomas Mandel| |-| | | 
Singing Workshop|THEA 5601 U    1|Year|0|William McRee|T|3:35 PM - 5:30 PM|PAC|CANNO|Component
Tools of the Trade|THEA 5605 U    1|Year|0|Robert Gould|M W|3:35 PM - 5:30 PM|PAC|FVR| 
Tools of the Trade|THEA 5605 U    1|Year|0|Robert Gould|M W|3:35 PM - 5:30 PM|PAC|SWW|Component
Directing Workshop|THEA 5609 U    1|Year|0|William McRee|M  R|1:30 PM - 3:25 PM|PAC|OPEN|Component
Actor's/Director's Lab|THEA 5610 U    1|Fall|0|William McRee|M  R|11:05 AM - 1:00 PM|PAC|OPEN|Component
Playwriting Techniques|THEA 5614 U    1|Year|0|Stuart Spencer|T|11:05 AM - 1:00 PM|ROTH|CL|Component, section 1
Playwriting Techniques|THEA 5614 U    2|Year|0|Stuart Spencer|F|11:05 AM - 1:00 PM|ROTH|CL|Component, section 2
Act One, Scene One: Beginningto Find Yourself:Modern Playwright|THEA 5616 U    1|Year|0|Jonathan Alexandratos|F|1:30 PM - 3:25 PM|PAC|1|Component
Auditioning|THEA 5620 U    1|Spring|0|William McRee|M|11:00 AM - 1:00 PM|PAC|OPEN|Component
Playwright's Workshop|THEA 5625 U    1|Year|0|Stuart Spencer|M  R|9:00 AM - 10:55 AM|ROTH|CL|Component,
Production Management|THEA 5631 U    1|Year|0|Heather Drastal|R|3:35 PM - 5:30 PM|ROTH|CL|Component
Costume Design I|THEA 5637 U    1|Year|0|Elizabeth Prince|F|11:05 AM - 1:00 PM|PAC|CS|Component, section 1
Costume Design I|THEA 5637 U    2|Year|0|Elizabeth Prince|F|1:30 PM - 3:25 PM|PAC|CS|Component, section 2
Costume Design II|THEA 5638 U    1|Year|0|Elizabeth Prince|R|1:30 PM - 3:25 PM|PAC|CS|Component
Advanced Costume Design Conference|THEA 5639 U    1|Year|0|Elizabeth Prince| |-|PAC|CS|Component
Puppet Theatre|THEA 5651 U    1|Year|0|Susannah Simons|W|11:05 AM - 1:00 PM|PAC|CANNO|Component
Solo Performance|THEA 5657 U    1|Year|0|Modesto Jimenez|M  R|9:00 AM - 10:55 AM|PAC|SWW|Component
Downstage|THEA 5670 U    1|Year|0|Graeme Gillis|T  F|3:35 PM - 5:30 PM|PAC|DNST|Component
Video and Media Design|THEA 5689 U    1|Year|0|Glenn Potter-Takata|R|1:30 PM - 3:25 PM|PAC|DL|Component
Singing and Songwriting New Musical Theatre|THEA 5709 U    1|Year|0|Storm Thomas|M|11:05 AM - 1:00 PM|PAC|CANNO|Component, section 1
Singing and Songwriting New Musical Theatre|THEA 5709 U    2|Year|0|Storm Thomas|M|1:30 PM - 3:25 PM|PAC|CANNO|Component, section 2
Introduction to Stage Combat|THEA 5716 U    1|Year|0|Sterling Swann|M|11:05 AM - 1:00 PM|PAC|REI|Component, section 1
Introduction to Stage Combat|THEA 5716 U    2|Year|0|Sterling Swann|M|1:30 PM - 3:25 PM|PAC|REI|Component, section 2
Historic Survey Formal Aesthetics for Contemporary Performance Prac|THEA 5722 U    1|Year|0|Lisa Clair|F|11:05 AM - 1:00 PM|ROTH|TH|Component
Acting Shakespeare|THEA 5725 U    1|Year|0|Modesto Jimenez|M  R|11:05 AM - 1:00 PM|PAC|SWW|Component
Voice Over Acting Technique|THEA 5728 U    1|Fall|0|Lisa Clair|F|10:00 AM - 10:55 AM|PAC|DL|Component
Voice Over Acting Technique|THEA 5728 U    1|Spring|0|Lisa Clair|F|10:00 AM - 10:55 AM|PAC|DL|Component
Introduction to Intimacy in Performance|THEA 5732 U    1|Fall|0|Judi Ockler|R|9:00 AM - 10:55 AM|PAC|REI|Component
History and Histrionics:A Survey of Western Drama|THEA 5734 U    1|Year|0|Stuart Spencer|M  R|11:05 AM - 1:00 PM|ROTH|CL|Component
Advanced Stage Combat|THEA 5736 U    1|Year|0|Sterling Swann|W|11:05 AM - 1:00 PM|PAC|REI|Component, section 1
Advanced Stage Combat|THEA 5736 U    2|Year|0|Sterling Swann|W|1:30 PM - 3:25 PM|PAC|REI|Component, section 2
Far Off, Off-Off, Off &amp; On Broadway|THEA 5738 U    1|Year|0|William McRee|M|3:35 PM - 5:30 PM|PAC|2|Component
Stage Management|THEA 5745 U    1|Year|0|Heather Drastal|R|1:30 PM - 3:25 PM|ROTH|TH|Component
The Broadway Musical:Something Great is Coming|THEA 5758 U    1|Year|0|Stuart Spencer|T  F|9:00 AM - 10:55 AM|ROTH|CL|Component
In Gratitude for the Dream: Theatre &amp; Performance in African Diasporas|THEA 5766 U    1|Year|0|Marcella Murray|W|11:05 AM - 1:00 PM|PAC|DNST|Component
Directing Actors Seminar|THEA 5767 U    1|Fall|0|Keith Manning|R|11:05 AM - 1:00 PM|HEIM|130|Component
Theatre and Civic Engagement: Teaching Artist Pedagogy|THEA 5776 U    1|Year|0|Allen Lang|W|9:00 AM - 10:55 AM|ROTH|CL|Component
Queering Stages w/ Trans/Non-Binary Pages: Advanced Playwrighting|THEA 5783 U    1|Year|0|Jonathan Alexandratos|F|3:35 PM - 5:30 PM|ROTH|TH|Component
Beyond Proscenium: Radical Acting, Directing, &amp; Design Post-Internet|THEA 5784 U    1|Year|0|Caden Manson|M|1:30 PM - 3:25 PM|PAC|SWW|Component
FYS: The Short Story: Explorations|WRIT 1026 F    1|Year|10|Carolyn Ferrell|M W|9:30 AM - 10:55 AM|ANDH|104|First Year Studies
FYS: Poetry: The Human Song|WRIT 1037 F    1|Year|10|Marie Howe|R|4:00 PM - 4:55 PM|ANDH|104|Group collaborative
FYS: Poetry: The Human Song|WRIT 1037 F    1|Year|10|Marie Howe|T R|9:30 AM - 10:55 AM|ANDH|103|First Year Studies
FYS: The Literature of Fact: The Nonfiction Essay|WRIT 1064 F    1|Year|10|Nicolaus Mills|T R|9:30 AM - 10:55 AM|TITS|LR|First Year Studies
FYS:  "Where Was It One First Heard of the Truth?"|WRIT 1067 F    1|Year|10|Viji Seshadri|MT|11:05 AM - 12:30 PM|SLON|SR|First Year Studies
Children's Literature|WRIT 2021 L    1|Fall|5|Myra Goldberg|F|11:05 AM - 12:30 PM|LIBR|PILLW|Open (Fiction)
Children's Literature|WRIT 2021 L    1|Fall|5|Myra Goldberg|W|11:05 AM - 12:30 PM|LIBR|E2|Group conference, meets weekly
Children's Literature|WRIT 2021 L    1|Fall|5|Myra Goldberg|W|1:30 PM - 3:00 PM|WEST|104|Group conference, meets weekly
The Art of the Short Story|WRIT 2024 L    1|Spring|5|Brian Morton|W|2:00 PM - 3:25 PM|ANDH|104|Group conference, meets weekly
The Art of the Short Story|WRIT 2024 L    1|Spring|5|Brian Morton|W|11:05 AM - 12:30 PM|ANDH|104|Group conference, meets weekly
The Art of the Short Story|WRIT 2024 L    1|Spring|5|Brian Morton|T|3:35 PM - 5:00 PM|HEIM|208|Open (Fiction)
Details Useful to the State:Writers &amp; The Shaping of US Empire|WRIT 2027 L    1|Fall|5|Suzanne Gardinier|R|9:00 AM - 10:55 AM|LIBR|PILLW|Open (Poetry)
Details Useful to the State:Writers &amp; The Shaping of US Empire|WRIT 2027 L    1|Fall|5|Suzanne Gardinier|R|12:00 PM - 12:55 PM|DL|LR|Group conference, meets weekly
Details Useful to the State:Writers &amp; The Shaping of US Empire|WRIT 2027 L    1|Fall|5|Suzanne Gardinier|R|2:00 PM - 2:55 PM|DL|LR|Group conference, meets weekly
